variables,apod_apod_example.json,donki_donki_cme.json,donki_donki_cme_analysis.json,donki_donki_flr.json,donki_donki_gst.json,donki_donki_hss.json,donki_donki_mpc.json,donki_donki_notifications.json,donki_donki_rbe.json,donki_donki_sep.json,donki_donki_wsa_enlil.json,earth_earth_assets.json,eonet_eonet_events.json,eonet_eonet_status.json,epic_epic_pt1.json,epic_epic_pt2.json,epic_epic_pt3.json,exoplanet_exoplanet_pt1.csv,exoplanet_exoplanet_pt4.csv,genelab_genelab_glds.json,genelab_genelab_metadataapi.json,genelab_genelab_multiple_study.json,genelab_genelab_single_study.json,insight_mars_weather_insight_mars_weather.json,mars_rover_photos_mars_rover_photos_pt1.json,mars_rover_photos_mars_rover_photos_pt2.json,mars_rover_photos_mars_rover_photos_pt3.json,mars_rover_photos_mars_rover_photos_pt4.json,nasa_image_and_video_nasa_image_and_video_pt1.json,neo_neo_browse.json,neo_neo_feed.json,sbdb_sbdb_pt1.json,sbdb_sbdb_pt2.json,sbdb_sbdb_pt3.json,techTransfer_techTransfer.json,techport_techport_pt1.json,techport_techport_pt2.json,techport_techport_pt3.json,techport_techport_pt4.json,total
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyMESHD013026.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyMESHD013026.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyMESHD013026.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyMESHD013026.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyMESHD013026.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyMESHD013026.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyMESHD013026.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlbioontologyorgontologyNCBITAXON10090.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboPATO_0000383.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
